,size,H,name,slope,intercept,r_value
992,21500,0.8,0.80_20,0.2526004538021362,233.4072154664759,0.05961262759150237
993,22000,0.8,0.80_20,0.16489380100289452,227.95049857946003,0.04031730993281103
994,22500,0.8,0.80_20,0.09491057912791466,223.2291017504816,0.02382368298349273
995,23000,0.8,0.80_20,0.12890896881299044,225.08355713232075,0.03342174270844188
996,23500,0.8,0.80_20,0.148959190979173,227.13787660027066,0.040289116993732846
997,24000,0.8,0.80_20,0.19707183430939978,232.59604919957664,0.05452344912179493
998,24500,0.8,0.80_20,0.1461062511684561,233.24114540884517,0.0421220438643454
999,25000,0.8,0.80_20,0.10014287089907314,234.43519302057211,0.030036680804334866
1000,500,0.8,0.80_21,-0.3985843175056384,26.375363317234054,-0.07930972154134482
1001,1000,0.8,0.80_21,0.3843985213467086,22.65291786520321,0.210092715276559
1002,1500,0.8,0.80_21,-0.03452395748128176,23.653965715124492,-0.036807981755718096
1003,2000,0.8,0.80_21,-0.005863678371390809,24.819651992921578,-0.008112272663612925
1004,2500,0.8,0.80_21,-0.21397150356024144,30.414890919142934,-0.15161022120516657
1005,3000,0.8,0.80_21,-0.32944118126497035,41.09972983809463,-0.15014838568829547
1006,3500,0.8,0.80_21,-0.12316449990126282,45.67496930620219,-0.06155223074931466
1007,4000,0.8,0.80_21,-0.0884827181579003,47.92543511070791,-0.05416263380039397
1008,4500,0.8,0.80_21,-0.15615383045642417,47.505095909622895,-0.09671165163082941
1009,5000,0.8,0.80_21,-0.39151747633756595,75.74418734066664,-0.12049817043935467
1010,5500,0.8,0.80_21,0.3403823413597753,221.90476377334326,0.057738548700614734
1011,6000,0.8,0.80_21,0.12230338458082739,201.75569902182005,0.021069278311454716
1012,6500,0.8,0.80_21,-0.04051663015872191,180.9043188825889,-0.007133064245922609
1013,7000,0.8,0.80_21,-0.22655277241046715,161.56453545142557,-0.041566309465073004
1014,7500,0.8,0.80_21,-0.41757395269654696,142.1289456618301,-0.07954564556977176
1015,8000,0.8,0.80_21,-0.4756335125211349,132.52028215961468,-0.09076064133416596
1016,8500,0.8,0.80_21,-0.5209339089172783,123.08717377257807,-0.0990010847590058
1017,9000,0.8,0.80_21,-0.5255620899320443,121.28314046196321,-0.10014490291525496
1018,9500,0.8,0.80_21,-0.5642259730005325,115.79654726347034,-0.10806870464353409
1019,10000,0.8,0.80_21,-0.6445862184071711,106.76760914249307,-0.12442057002240892
1020,10500,0.8,0.80_21,-0.696648706110976,100.80907160821631,-0.13549941444283056
1021,11000,0.8,0.80_21,0.014424730592807456,160.98671151753132,0.0026873918516659837
1022,11500,0.8,0.80_21,0.2791809583811497,184.95473262609838,0.053945558612203084
1023,12000,0.8,0.80_21,0.5215563351728979,210.67549568909308,0.10482841294242216
1024,12500,0.8,0.80_21,0.20119051149742312,192.14252760634025,0.04483287684508048
1025,13000,0.8,0.80_21,0.040082998385870906,181.9970399082957,0.00946923835928347
1026,13500,0.8,0.80_21,-0.06075005464906756,174.36932254762417,-0.014734733847253463
1027,14000,0.8,0.80_21,-0.12000936406993669,169.2994500949606,-0.029630174235278913
1028,14500,0.8,0.80_21,-0.14098270324799142,166.90425447873648,-0.035293956855148245
1029,15000,0.8,0.80_21,-0.1945523880558908,162.22338734964546,-0.04930922671838959
1030,15500,0.8,0.80_21,-0.21225900200312656,159.52507295052524,-0.054203513801378236
1031,16000,0.8,0.80_21,-0.19499960933099467,156.43876120548313,-0.049738870860713005
1032,16500,0.8,0.80_21,-0.13688275028223293,153.30926457770275,-0.03530448808478242
1033,17000,0.8,0.80_21,-0.15430518784314814,157.99391580202933,-0.04042624555440476
1034,17500,0.8,0.80_21,-0.12128315068553622,160.38520975888838,-0.03184569297994365
1035,18000,0.8,0.80_21,-0.11939688861327447,167.67064112851347,-0.030575478540339488
1036,18500,0.8,0.80_21,-0.11244770507616807,169.13029269393547,-0.02820462608906585
1037,19000,0.8,0.80_21,-0.08888721596981862,167.5483067433382,-0.022382068240320425
1038,19500,0.8,0.80_21,-0.0715823262743653,167.20473673975272,-0.01786653677557449
1039,20000,0.8,0.80_21,-0.043545660769140446,164.28741257006462,-0.01087300216907295
1040,20500,0.8,0.80_21,-0.022111251265214446,162.6580936764236,-0.005531215132497201
1041,21000,0.8,0.80_21,0.009618066241959555,160.790075035461,0.0024057605402371435
1042,21500,0.8,0.80_21,0.038900840953656944,159.8189479073808,0.009691727180978162
1043,22000,0.8,0.80_21,0.06766291441730285,162.14544742874014,0.01654034445683463
1044,22500,0.8,0.80_21,0.10214248851734584,166.87019758149134,0.02417779891706804
1045,23000,0.8,0.80_21,0.10300201532403538,164.3490495704338,0.0243244908885042
1046,23500,0.8,0.80_21,0.12062215941674093,162.56998912277786,0.028493184861545635
1047,24000,0.8,0.80_21,0.15520480197053935,161.1387417073757,0.03689258385643292
1048,24500,0.8,0.80_21,0.202654610042236,160.00336750862888,0.04876888386323192
1049,25000,0.8,0.80_21,0.25634863602618585,159.61674458410138,0.06344865998807162
